City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,acarau,-2.8856,-40.12,25.64,83,37,7.23,BR,1691466103
83,alofi,-19.0595,-169.9187,24.94,88,75,5.14,NU,1691465741
84,lihue,21.9789,-159.3672,29.58,74,40,8.75,US,1691466103
85,yellowknife,62.456,-114.3525,16.29,59,75,3.09,CA,1691465405
86,sadovoye,47.7764,44.5089,29.96,31,0,1.01,RU,1691466104
87,urengoy,65.9667,78.3667,19.91,53,98,3.91,RU,1691466104
88,tura,25.5198,90.2201,24.92,95,100,0.93,IN,1691466104
89,chernomorskoye,45.5039,32.6997,24.31,67,0,0.29,UA,1691466104
90,kita,13.0349,-9.4895,22.98,94,75,1.5,ML,1691466104
91,durban,-29.8579,31.0292,10.51,80,0,2.25,ZA,1691466105
92,emerald,-23.5333,148.1667,24.08,31,0,4.97,AU,1691466105
93,bazarnyye mataki,54.8833,49.9333,21.95,60,4,4.32,RU,1691466105
94,ust'-ilimsk,58.0006,102.6619,23.39,55,98,1.24,RU,1691466105
95,vorgashor,67.5833,63.95,13.58,73,96,5.66,RU,1691466105
96,bubaque,11.2833,-15.8333,26.97,80,90,3.05,GW,1691466105
97,chonchi,-42.6128,-73.8092,8.95,84,100,2.16,CL,1691466106
98,weihai,37.5017,122.1136,26.39,80,97,4.3,CN,1691466011
99,poronaysk,49.2167,143.1167,18.66,67,98,4.92,RU,1691466106
100,wenzhou,27.9994,120.6668,32.99,64,60,1.78,CN,1691466106
101,vila franca do campo,37.7167,-25.4333,21.23,82,29,1.87,PT,1691466106
102,haiku-pauwela,20.9219,-156.3051,28.61,63,20,13.38,US,1691466107
103,nantucket,41.2835,-70.0995,23.34,94,100,6.17,US,1691466107
104,garoua boulai,5.8833,14.55,18.12,99,100,1.06,CM,1691466107
105,port macquarie,-31.4333,152.9167,18.27,57,20,5.1,AU,1691466107
106,nili,33.7218,66.1302,22.29,27,0,2.8,AF,1691466107
107,mukalla,14.5425,49.1242,29.6,69,49,1.79,YE,1691466107
108,hermanus,-34.4187,19.2345,12.11,90,66,4.07,ZA,1691466108
109,al burayqah,30.4062,19.5739,26.04,65,0,6.49,LY,1691466108
110,gulf breeze,30.3571,-87.1639,30.53,89,20,4.12,US,1691466108
111,west island,-12.1568,96.8225,26.99,78,75,5.66,CC,1691465657
112,kapoeta,4.7717,33.5903,23.76,54,49,1.34,SS,1691466108
113,stanley,54.868,-1.6985,9.55,89,0,4.63,GB,1691466108
114,chhoti sadri,24.3833,74.7,24.95,78,100,7.47,IN,1691466109
115,kokopo,-4.352,152.2633,28.42,68,56,6.87,PG,1691466109
116,pisco,-13.7,-76.2167,19.03,77,100,6.69,PE,1691466109
117,zhigalovo,54.8097,105.1578,26.06,45,49,2.59,RU,1691466109
118,inhambane,-23.865,35.3833,17.35,83,1,3.59,MZ,1691466109
119,kodiak,57.79,-152.4072,13.73,94,100,3.09,US,1691466109
120,salekhard,66.53,66.6019,18.93,76,45,2.19,RU,1691466110
121,neka,36.6508,53.299,26.73,83,0,2.06,IR,1691466110
122,ji'an,27.1172,114.9793,33.48,60,68,0.35,CN,1691465870
123,sinabang,2.4803,96.3801,25.3,86,100,0.9,ID,1691466110
124,nouadhibou,20.931,-17.0347,20.99,88,0,4.12,MR,1691465711
125,hobyo,5.3505,48.5268,25.16,77,69,10.79,SO,1691466110
126,nishinoomote,30.7333,131.0,27.31,100,75,11.32,JP,1691466110
127,mitu,1.1983,-70.1733,22.74,94,99,0.73,CO,1691466111
128,santa cecilia,-26.9608,-50.4269,12.63,99,78,1.16,BR,1691466111
129,east london,-33.0153,27.9116,12.52,94,0,1.54,ZA,1691466111
130,whitehorse,60.7161,-135.0538,21.68,45,75,5.14,CA,1691465419
131,afaahiti,-17.75,-149.2833,26.93,79,91,4.88,PF,1691466111
132,tazovsky,67.4667,78.7,17.23,63,5,1.8,RU,1691466111
133,itaituba,-4.2761,-55.9836,26.53,52,90,0.74,BR,1691466112
134,illapel,-31.6308,-71.1653,17.57,53,100,0.48,CL,1691466112
135,port mathurin,-19.6833,63.4167,22.42,64,34,10.51,MU,1691466112
136,zhumysker,49.3333,49.4,27.5,36,0,2.33,KZ,1691466112
137,tazacorte,28.629,-17.9293,21.54,85,0,2.24,ES,1691466112
138,nevel'sk,46.6733,141.8633,20.28,64,41,5.67,RU,1691466112
139,iqaluit,63.7506,-68.5145,5.85,93,75,1.54,CA,1691465366
140,zelenogorskiy,55.0333,87.0,21.78,46,5,2.38,RU,1691466113
141,polyarnyy,69.1989,33.4478,15.32,67,31,6.55,RU,1691465817
142,furth,49.4759,10.9886,12.16,87,20,2.57,DE,1691466113
143,hilo,19.7297,-155.09,27.85,79,75,4.63,US,1691465942
144,sierra grande,-41.606,-65.3557,5.87,47,78,8.77,AR,1691466113
145,klyuchi,52.2667,79.1667,24.79,31,0,2.47,RU,1691466114
146,howard springs,-12.497,131.047,29.95,17,15,4.19,AU,1691466114
147,santa cruz,-17.8,-63.1667,25.7,50,75,5.66,BO,1691465978
148,inarajan village,13.2736,144.7484,29.88,85,51,3.45,GU,1691466114
149,nemuro,43.3236,145.575,15.12,99,100,6.17,JP,1691466115
150,guilin,25.2819,110.2864,30.06,64,32,2.08,CN,1691465891
151,fuyu,45.1833,124.8167,23.54,75,95,1.85,CN,1691466116
152,sandnessjoen,66.0217,12.6316,20.06,83,75,3.6,NO,1691466116
153,college,64.8569,-147.8028,22.89,64,75,2.06,US,1691466116
154,dolisie,-4.1997,12.6739,19.05,86,44,1.73,CG,1691466116
155,ceres,37.5949,-120.9577,33.97,29,0,5.66,US,1691466116
156,praia da vitoria,38.7333,-27.0667,21.53,94,75,0.9,PT,1691466116
157,agaro,7.85,36.65,15.12,97,79,0.61,ET,1691466117
158,kegen,43.0197,79.2203,19.65,42,71,1.28,KZ,1691466117
159,fale old settlement,-9.3852,-171.2468,28.27,67,26,6.13,TK,1691466117
160,rongelap,11.1635,166.8941,28.77,76,98,7.25,MH,1691466117
161,sittwe,20.15,92.9,26.85,88,100,6.81,MM,1691466117
162,arteche,12.2645,125.4048,32.05,63,93,2.79,PH,1691466118
163,arraial do cabo,-22.9661,-42.0278,21.33,77,1,4.35,BR,1691466118
164,zhaqsy,51.9083,67.3133,22.05,39,86,4.39,KZ,1691466118
165,keflavik,64.0049,-22.5624,10.95,100,75,2.06,IS,1691466118
166,saint-louis,16.3333,-15.0,23.8,69,5,6.01,SN,1691466118
167,lycksele,64.5954,18.6735,18.93,94,20,1.03,SE,1691466118
168,anse-bertrand,16.4721,-61.5078,26.9,80,76,6.37,GP,1691466119
169,lorengau,-2.0226,147.2712,28.77,72,49,6.95,PG,1691466119
170,sisimiut,66.9395,-53.6735,6.65,73,66,0.51,GL,1691466119
171,vadso,70.0744,29.7487,16.49,72,0,1.54,NO,1691466119
172,'alaqahdari dishu,30.4374,63.313,32.03,18,0,7.32,AF,1691466119
173,invercargill,-46.4,168.35,7.79,79,87,4.02,NZ,1691466120
174,ust-nera,64.5667,143.2,15.87,28,91,1.94,RU,1691466120
175,beidao,34.5686,105.8933,29.58,55,80,5.06,CN,1691466120
176,miri,4.4148,114.0089,31.08,74,40,2.57,MY,1691466120
177,saint-pierre,-21.3393,55.4781,20.82,68,0,5.66,RE,1691465907
178,tshabong,-26.05,22.45,9.83,29,0,4.16,BW,1691466120
179,tegueste,28.5167,-16.3167,19.81,83,0,4.63,ES,1691466121
180,peruibe,-24.32,-46.9983,20.12,95,96,3.26,BR,1691466121
181,machico,32.7,-16.7667,23.35,79,40,1.54,PT,1691466121
182,jamestown,42.097,-79.2353,18.64,96,100,5.14,US,1691466121
183,suntar,62.1444,117.6319,30.06,29,5,3.8,RU,1691466121
184,vilyuchinsk,52.9306,158.4028,24.15,56,4,3.86,RU,1691466121
185,lebu,-37.6167,-73.65,9.8,78,98,0.89,CL,1691466122
186,sao felix do xingu,-6.6447,-51.995,24.5,52,65,0.12,BR,1691466122
187,mokolo,10.7398,13.8019,20.67,90,88,1.38,CM,1691466122
188,bluewater,34.1745,-114.2713,40.46,17,0,4.46,US,1691466122
189,kailua-kona,19.6406,-155.9956,30.33,64,0,5.66,US,1691465917
190,at-bashi,41.1702,75.8106,18.33,42,35,0.52,KG,1691466122
191,geraldton,-28.7667,114.6,22.23,78,6,8.75,AU,1691466123
192,egersund,58.4513,5.9997,11.16,84,100,14.26,NO,1691466123
193,mahibadhoo,3.7833,72.9667,27.95,75,94,4.15,MV,1691466123
194,carnarvon,-24.8667,113.6333,24.08,58,62,2.5,AU,1691466123
195,qamdo,31.1667,97.2333,15.86,50,13,2.14,CN,1691466123
196,chibougamau,49.9168,-74.3659,17.79,77,100,3.6,CA,1691466123
197,sao paulo de olivenca,-3.3783,-68.8725,23.51,95,100,1.07,BR,1691466124
198,kokpekty,48.75,82.4,22.61,56,100,0.56,KZ,1691466124
199,gadzhiyevo,69.2551,33.3362,15.33,67,32,6.5,RU,1691465628
200,baotou,40.6522,109.8222,31.11,32,0,4.45,CN,1691466124
201,andovoranto,-18.95,49.1,19.5,87,90,1.1,MG,1691465792
202,laascaanood,8.4774,47.3597,22.61,68,14,12.95,SO,1691466124
203,shuangjiang,26.1547,109.7138,32.59,57,31,0.86,CN,1691466125
204,manhattan,40.7834,-73.9662,22.71,86,20,5.36,US,1691465849
205,colesberg,-30.72,25.0972,9.14,39,0,1.37,ZA,1691466125
206,kismayo,-0.3582,42.5454,24.4,83,43,6.59,SO,1691465656
207,talnakh,69.4865,88.3972,19.56,56,100,2.12,RU,1691466126
208,tanout,14.9709,8.8879,25.03,74,100,2.55,NE,1691466126
209,sengkang,-4.1279,120.0297,31.5,44,32,4.69,ID,1691466126
210,saint-philippe,-21.3585,55.7679,20.77,71,41,4.92,RE,1691466126
211,sodra sandby,56.5667,16.6167,13.92,87,100,11.55,SE,1691466126
212,cabo san lucas,22.8909,-109.9124,32.01,68,20,6.17,MX,1691466127
213,mirnyy,62.5353,113.9611,26.8,36,70,3.13,RU,1691466127
214,vazante,-17.9869,-46.9078,19.1,36,0,0.62,BR,1691466127
215,bukoba,-1.3317,31.8122,22.0,60,80,5.42,TZ,1691466127
216,trail,49.0998,-117.7022,20.93,63,72,1.3,CA,1691466127
217,mana,5.6592,-53.7767,25.56,88,99,3.38,GF,1691465793
218,happy valley-goose bay,53.3168,-60.3315,15.17,82,100,2.06,CA,1691466128
219,bilibino,68.0546,166.4372,10.74,55,78,1.08,RU,1691465642
220,ilulissat,69.2167,-51.1,6.01,70,23,0.0,GL,1691466128
221,lerwick,60.1545,-1.1494,8.0,71,80,7.28,GB,1691466128
222,gouyave,12.1646,-61.7296,28.43,84,20,5.14,GD,1691466128
223,franklin,39.9667,-83.0166,19.35,93,100,3.09,US,1691465931
224,pokaran,26.9167,71.9167,29.77,59,73,9.82,IN,1691466128
225,jumla,29.2747,82.1838,22.03,73,94,1.37,NP,1691465943
226,baikonur,45.6167,63.3167,27.71,41,22,3.21,KZ,1691466129
227,hadibu,12.65,54.0333,25.91,80,55,10.65,YE,1691466129
228,hammerfest,70.6634,23.6821,17.25,82,20,2.06,NO,1691466129
229,natal,-5.795,-35.2094,23.36,100,40,3.6,BR,1691466129
230,floresville,29.1336,-98.1561,33.32,71,0,8.2,US,1691465938
231,manzhouli,49.6,117.4333,22.45,48,40,4.14,CN,1691466130
232,kapuskasing,49.4169,-82.4331,18.0,77,100,2.57,CA,1691465706
233,prince george,53.9166,-122.753,22.92,58,0,1.03,CA,1691465444
234,banda aceh,5.5577,95.3222,29.25,65,100,4.61,ID,1691465853
235,sayan,-11.1361,-77.1933,20.43,60,15,0.53,PE,1691466130
236,salalah,17.0151,54.0924,26.05,94,100,4.12,OM,1691466130
237,colonia,50.9333,6.95,14.34,83,0,3.6,DE,1691466062
238,holualoa,19.6228,-155.9522,28.26,64,0,5.66,US,1691466131
239,yazman,29.1212,71.7446,32.46,51,50,6.86,PK,1691466131
240,mahina,-17.5065,-149.489,27.87,69,75,1.03,PF,1691466131
241,zouerate,22.7187,-12.4521,24.59,50,3,4.95,MR,1691466131
242,eqbaliyeh,35.3022,51.5358,31.74,22,32,0.19,IR,1691466131
243,castrovillari,39.8203,16.2123,13.49,80,8,1.2,IT,1691466131
244,la ferte-saint-aubin,47.7169,1.939,14.42,85,97,0.84,FR,1691466132
245,douliu,23.7094,120.5433,31.92,76,100,3.13,TW,1691466132
246,rahachow,53.0934,30.0495,13.54,90,5,2.85,BY,1691466132
247,mata-utu,-13.2816,-176.1745,27.83,76,65,3.23,WF,1691466132
248,souillac,-20.5167,57.5167,23.21,60,75,5.14,MU,1691466132
249,lugoj,45.6886,21.9031,13.88,85,100,2.4,RO,1691466132
250,udachny,66.4167,112.4,23.03,40,95,4.17,RU,1691466133
251,kapa'a,22.0752,-159.319,29.99,80,40,8.75,US,1691465932
252,senador guiomard,-10.1522,-67.7392,26.86,42,81,0.99,BR,1691466133
253,saldanha,-33.0117,17.9442,13.03,95,47,4.18,ZA,1691466133
254,flying fish cove,-10.4217,105.6791,25.82,83,100,6.17,CX,1691466133
255,kimamba,-6.7833,37.1333,17.97,85,10,1.14,TZ,1691466134
256,masuguru,-11.3667,38.4167,20.89,74,46,1.41,TZ,1691466134
257,dwarka,22.2394,68.9678,27.52,81,100,10.37,IN,1691466134
258,chimbarongo,-34.7,-71.05,7.07,71,96,1.36,CL,1691466134
259,aksu,41.1231,80.2644,27.3,36,12,1.2,CN,1691466134
260,as sulayyil,20.4607,45.5779,28.14,13,44,2.94,SA,1691466134
261,farafangana,-22.8167,47.8333,17.97,94,64,0.69,MG,1691466135
262,broome,42.2506,-75.833,21.21,95,40,3.09,US,1691466135
263,dinajpur,25.6272,88.6386,26.75,90,100,1.21,BD,1691466135
264,polovinnoye,54.7914,65.9864,22.73,46,100,2.43,RU,1691466135
265,cannonvale,-20.2833,148.7,19.66,68,2,7.85,AU,1691465865
266,usinsk,65.9939,57.5281,13.84,67,51,5.19,RU,1691466135
267,badger,64.8,-147.5333,22.85,66,75,2.06,US,1691466136
268,kolonia town,6.964,158.206,32.0,70,100,2.57,FM,1691466136
269,bonthe,7.5264,-12.505,24.55,89,99,2.69,SL,1691466136
270,sainte-agathe-des-monts,46.0501,-74.2825,16.12,97,100,5.27,CA,1691466136
271,krotoszyn,51.6987,17.4374,12.51,84,79,7.08,PL,1691466136
272,formosa do rio preto,-11.0483,-45.1931,21.33,44,36,1.62,BR,1691466137
273,nenagh,52.8619,-8.1967,13.85,90,100,1.59,IE,1691466137
274,todos santos,23.45,-110.2167,28.7,83,15,2.17,MX,1691466137
275,homer,59.6425,-151.5483,15.98,92,75,3.09,US,1691466139
276,grand-lahou,5.1367,-5.0242,23.55,92,62,4.15,CI,1691466139
277,crane,31.3974,-102.3501,32.71,29,0,7.91,US,1691466139
278,minas de marcona,-15.2119,-75.1103,12.41,87,23,4.01,PE,1691466139
279,castillos,-34.1667,-53.8333,7.5,82,0,3.1,UY,1691466139
280,anadyr,64.75,177.4833,12.28,82,75,5.0,RU,1691466139
281,la ronge,55.1001,-105.2842,14.14,82,40,2.57,CA,1691466140
282,mount isa,-20.7333,139.5,25.87,25,94,4.12,AU,1691466140
283,shingu,33.7333,135.9833,27.66,93,100,5.27,JP,1691466140
284,al artawiyah,26.5053,45.3444,31.3,10,0,3.39,SA,1691466140
285,phan rang-thap cham,11.5667,108.9833,35.57,42,47,4.85,VN,1691466140
286,piton saint-leu,-21.2196,55.3151,19.06,68,0,5.66,RE,1691466140
287,jamjamal,35.5365,44.8317,33.19,19,2,5.55,IQ,1691466141
288,oroqen zizhiqi,50.5667,123.7167,17.36,68,100,3.14,CN,1691466141
289,utrik,11.2278,169.8474,28.45,74,58,8.9,MH,1691466141
290,ancud,-41.8697,-73.8203,8.68,85,87,3.39,CL,1691466141
291,tokmok,42.8417,75.3016,27.84,29,44,2.56,KG,1691466141
292,punta arenas,-53.15,-70.9167,1.89,66,100,2.89,CL,1691465481
293,catio,11.2833,-15.25,25.33,88,89,1.77,GW,1691466142
294,saipan,15.1355,145.701,31.39,100,75,4.12,MP,1691465747
295,dunedin,-45.8742,170.5036,7.11,64,99,4.92,NZ,1691465739
296,humaita,-7.5061,-63.0208,26.86,54,61,0.68,BR,1691466142
297,kingscliff,-28.2667,153.5667,20.41,55,100,6.69,AU,1691466142
298,susangerd,31.5608,48.1831,35.76,15,0,3.33,IR,1691466143
299,colachel,8.1667,77.25,28.81,67,100,7.06,IN,1691466143
300,enewetak,11.3474,162.3373,27.69,79,100,3.9,MH,1691465672
301,xining,36.6167,101.7667,23.89,44,6,0.74,CN,1691466143
302,gebeit,21.0667,36.3167,30.24,20,6,1.44,SD,1691466143
303,pangody,65.85,74.4859,22.37,46,9,3.02,RU,1691466143
304,oltiariq,40.3919,71.4742,25.86,33,11,1.79,UZ,1691466144
305,luderitz,-26.6481,15.1594,15.61,61,0,6.61,NA,1691466144
306,carutapera,-1.195,-46.02,24.74,91,34,2.91,BR,1691466144
307,pimentel,-6.8367,-79.9342,22.16,83,0,4.12,PE,1691466144
308,portland,45.5234,-122.6762,25.97,57,20,4.63,US,1691465567
309,viedma,-40.8135,-62.9967,2.6,70,96,5.22,AR,1691466144
310,chadron,42.8294,-102.9999,15.86,90,0,1.54,US,1691466145
311,yeppoon,-23.1333,150.7333,22.88,61,2,6.25,AU,1691465921
312,gaspe,48.8334,-64.4819,12.95,100,75,1.54,CA,1691466145
313,belmonte,-15.8631,-38.8828,22.41,83,40,2.21,BR,1691466145
314,okhotsk,59.3833,143.3,16.11,50,82,4.08,RU,1691466145
315,puerto madryn,-42.7692,-65.0385,8.62,51,83,11.76,AR,1691466145
316,arno,60.1167,18.6333,18.21,98,97,6.34,SE,1691466145
317,karbala,32.616,44.0249,34.46,20,0,7.23,IQ,1691466146
318,prado,-17.3411,-39.2208,22.54,84,23,3.99,BR,1691466141
319,juba,4.8517,31.5825,20.54,96,74,1.35,SS,1691466146
320,olonkinbyen,70.9221,-8.7187,4.13,80,100,2.52,SJ,1691465619
321,vernon,50.2581,-119.2691,27.2,44,95,0.0,CA,1691466146
322,port douglas,-16.4833,145.4667,22.89,67,61,8.28,AU,1691465817
323,tsetserleg,47.475,101.4542,21.5,51,48,1.74,MN,1691466147
324,al faw,29.9776,48.4741,30.0,23,0,5.53,IQ,1691466147
325,aral,40.5156,81.2636,29.57,33,92,4.95,CN,1691466147
326,astrakhan,46.3497,48.0408,27.93,74,0,4.0,RU,1691466147
327,bardai,11.65,7.2333,20.94,93,93,3.66,NG,1691466147
328,mkushi,-13.6202,29.3939,12.74,78,2,2.42,ZM,1691466147
329,nuuk,64.1835,-51.7216,3.34,100,9,1.54,GL,1691466148
330,cole harbour,44.6724,-63.4751,16.65,84,100,0.45,CA,1691466148
331,wichian buri,15.6578,101.106,29.57,68,99,4.8,TH,1691466148
332,papao,-17.75,-149.55,27.82,78,82,5.15,PF,1691466148
333,ar ruways,24.1103,52.7306,35.54,47,26,2.41,AE,1691466148
334,dong ha,16.8163,107.1003,34.83,44,17,8.45,VN,1691466149
335,mount gambier,-37.8333,140.7667,14.56,51,0,2.17,AU,1691465875
336,sao joao da barra,-21.6403,-41.0511,21.23,79,0,3.49,BR,1691466020
337,anina,45.0794,21.8569,9.53,95,93,1.24,RO,1691466149
338,isangel,-19.55,169.2667,24.06,69,75,3.6,VU,1691466149
339,vorkuta,67.5,64.0,13.86,73,95,5.59,RU,1691466149
340,ola,59.5833,151.2833,16.75,49,87,4.08,RU,1691466150
341,darwin,-12.4611,130.8418,29.99,26,0,6.17,AU,1691465865
342,doctor arroyo,23.6667,-100.1833,21.19,57,3,3.41,MX,1691466150
343,kupang,-10.1667,123.5833,30.32,48,40,9.77,ID,1691466150
344,sitka,57.0531,-135.33,17.94,68,100,4.12,US,1691465725
345,isafjordur,66.0755,-23.124,10.35,58,81,0.65,IS,1691465620
346,wenchang,30.904,118.4887,30.85,68,47,2.92,CN,1691466151
347,san pedro,14.35,121.0167,31.84,75,75,7.72,PH,1691466151
348,khovd,48.0056,91.6419,23.23,38,100,3.97,MN,1691465652
349,nedroma,35.0136,-1.748,21.64,88,31,0.76,DZ,1691466151
350,dongola,19.1667,30.4833,33.91,34,60,2.21,SD,1691466151
351,uturoa,-16.7333,-151.4333,25.92,72,86,2.34,PF,1691466152
352,spring creek,40.7266,-115.5859,24.83,32,100,1.25,US,1691466152
353,arkhangel'sk,64.5401,40.5433,15.44,72,0,4.02,RU,1691466152
354,yarmouth,41.7057,-70.2286,23.34,91,100,4.12,US,1691466152
355,chamical,-30.36,-66.314,11.75,27,2,2.7,AR,1691466153
356,schliersee,47.7333,11.8667,8.14,88,100,2.65,DE,1691466153
357,thunder bay,48.4001,-89.3168,16.99,72,0,2.57,CA,1691465865
358,port hedland,-20.3167,118.5667,30.03,21,3,6.17,AU,1691465790
359,valdivia,-39.8142,-73.2459,2.05,91,99,0.19,CL,1691466154
360,salinas,36.6777,-121.6555,17.78,89,100,5.66,US,1691465958
361,tindouf,27.6711,-8.1474,33.25,29,40,2.06,DZ,1691466154
362,drayton valley,53.2168,-114.9854,13.46,94,82,1.91,CA,1691466154
363,shaoxing,30.011,120.5715,29.97,69,50,2.94,CN,1691466155
364,dabat,12.9842,37.765,12.59,84,21,0.71,ET,1691466155
365,lodeynoye pole,60.726,33.5531,22.86,68,0,5.75,RU,1691466155
366,chekmagush,55.1319,54.6556,21.18,66,32,4.31,RU,1691466155
